product_id,product_name,category,product_price
75,Handheld Garment Steamer,Gardening & Outdoor,597.21
76,Hole Puncher,Gardening & Outdoor,328.01
77,Wireless Keyboard,Travel & Camping,829.06
78,Area Rug,Furniture,408.1
79,Tablet Stand,Personal Accessories,123.0
80,Tent,Furniture,795.56
81,Calculator,Travel & Camping,149.8
82,Picture Frame,Gardening & Outdoor,838.68
83,Standing Desk,Sports & Fitness,902.82
84,E-reader,Travel & Camping,632.06
85,Yoga Mat,Sports & Fitness,482.74
86,Webcam,Home Appliances,959.92
87,Air Fryer,Travel & Camping,464.67
88,External Hard Drive,Sports & Fitness,745.17
89,Blender,Furniture,254.75
90,Pressure Gauge,Home Decor,589.39
91,Pressure Gauge,Electronics,874.44
92,Headphone Stand,Home Appliances,947.08
93,Throw Pillow,Home Appliances,203.93
94,Car Mount,Electronics,974.77
95,Diffuser,Furniture,68.62
96,Weighted Blanket,Tools & Automotive,28.27
97,Yoga Mat,Home Decor,549.02
98,Charging Dock,Home Appliances,809.33
99,Throw Pillow,Electronics,908.27
100,Bedside Lamp,Personal Accessories,194.16
101,Pressure Washer,Home Decor,150.36
102,Picture Frame,Sports & Fitness,718.8
103,Ergonomic Office Chair,Personal Accessories,625.1
104,Floor Mats,Gardening & Outdoor,235.81
105,Dumbbell Set,Gardening & Outdoor,215.53
106,Charging Dock,Personal Accessories,760.34
107,Throw Pillow,Electronics,882.58
108,Picture Frame,Tools & Automotive,111.92
109,Fishing Rod,Electronics,810.55
110,Standing Desk,Gardening & Outdoor,554.82
111,Wireless Charger,Gardening & Outdoor,546.41
112,Security Camera,Travel & Camping,211.38
113,Desk Organizer,Travel & Camping,472.55
114,Outdoor Grill,Office Supplies,893.48
115,E-reader,Office Supplies,185.77
116,Car Charger,Travel & Camping,308.89
117,Tire Inflator,Home Decor,190.53
118,Dash Cam,Gardening & Outdoor,93.11
119,Gaming Mouse,Sports & Fitness,425.87
120,Hole Puncher,Gardening & Outdoor,943.84
121,Area Rug,Sports & Fitness,199.11
122,Wireless Headphones,Gardening & Outdoor,359.01
123,Dumbbell Set,Home Decor,415.54
124,Notebook,Office Supplies,86.86
125,Skateboard,Furniture,147.03
126,Lawn Mower,Sports & Fitness,483.99
127,Car Air Freshener,Travel & Camping,72.06
128,Security Camera,Home Decor,874.53
129,Diffuser,Home Appliances,469.01
130,Microphone,Personal Accessories,785.43
131,Garden Hose,Tools & Automotive,916.24
132,External Hard Drive,Gardening & Outdoor,542.93
133,Desk Organizer,Home Appliances,720.69
134,Wall Clock,Gardening & Outdoor,22.74
135,Throw Pillow,Furniture,376.77
136,Handheld Garment Steamer,Home Decor,291.3
137,Pen Set,Home Decor,822.65
138,Weighted Blanket,Sports & Fitness,747.31
139,Treadmill,Travel & Camping,484.16
140,Resistance Bands,Home Decor,413.93
141,Smart Thermostat,Gardening & Outdoor,851.83
142,Water Bottle,Office Supplies,970.57
143,Jack Stand,Gardening & Outdoor,326.48
144,Sofa Bed,Home Appliances,682.37
145,Wireless Charger,Electronics,819.49
146,Planting Pot Set,Furniture,316.95
147,Pop Socket,Tools & Automotive,323.12
148,Resistance Bands,Gardening & Outdoor,553.86
149,Gaming Mouse,Furniture,194.77
150,Electric Kettle,Furniture,590.17
151,Cordless Drill,Furniture,525.0
152,Hammock,Tools & Automotive,878.66
153,Robotic Vacuum Cleaner,Furniture,262.43
154,Throw Pillow,Furniture,989.52
155,Gimbal,Office Supplies,62.04
156,Stapler,Electronics,244.16
157,Hammock,Gardening & Outdoor,161.73
158,Picture Frame,Tools & Automotive,875.23
159,Dining Table,Sports & Fitness,90.7
160,Floor Lamp,Tools & Automotive,949.67
161,Charging Dock,Home Decor,680.64
162,Microphone,Electronics,711.57
163,Dumbbell Set,Office Supplies,952.31
164,Calculator,Home Decor,457.3
165,Pressure Gauge,Tools & Automotive,471.63
166,Binoculars,Travel & Camping,755.74
167,4K UHD Monitor,Tools & Automotive,798.92
168,Wireless Charger,Travel & Camping,358.11
169,Picture Frame,Furniture,141.23
170,Laptop Backpack,Personal Accessories,327.85
171,Tripod,Home Appliances,594.49
172,Pressure Washer,Home Decor,640.5
173,Desk Organizer,Personal Accessories,621.63
174,Diffuser,Travel & Camping,926.77
175,Power Bank,Tools & Automotive,981.33
176,Bedside Lamp,Tools & Automotive,452.22
177,Resistance Bands,Furniture,43.38
178,Sofa Bed,Tools & Automotive,671.6
179,Dash Cam,Furniture,203.74
180,Canoe,Sports & Fitness,582.13
181,Pen Set,Travel & Camping,425.53
182,Wireless Charger,Office Supplies,71.21
183,Pressure Washer,Gardening & Outdoor,440.13
184,Tripod,Electronics,102.85
185,Coffee Maker,Office Supplies,958.94
186,Planting Pot Set,Furniture,376.17
187,Binoculars,Travel & Camping,519.38
188,Fishing Rod,Electronics,996.32
189,Notebook,Home Appliances,640.57
190,Phone Case,Electronics,437.36
191,Car Seat Cover,Personal Accessories,105.54
192,Pen Set,Gardening & Outdoor,842.16
193,Screen Protector,Home Appliances,284.16
194,Diffuser,Travel & Camping,300.74
195,Toaster Oven,Travel & Camping,814.08
196,Standing Desk,Tools & Automotive,517.26
197,Hammock,Office Supplies,188.76
198,Solar-Powered Garden Lights,Furniture,544.65
199,Picture Frame,Electronics,788.83
200,Scented Candles,Personal Accessories,631.63
201,Wall Clock,Tools & Automotive,108.65
202,Robotic Vacuum Cleaner,Furniture,352.21
203,Yoga Mat,Gardening & Outdoor,456.82
204,Patio Umbrella,Tools & Automotive,276.29
205,Diffuser,Personal Accessories,442.34
206,Webcam,Home Appliances,93.63
207,Ergonomic Office Chair,Sports & Fitness,908.13
208,Jumper Cables,Travel & Camping,576.76
209,Binoculars,Sports & Fitness,652.58
210,Water Bottle,Travel & Camping,597.14
211,External Hard Drive,Electronics,383.74
212,Weighted Blanket,Electronics,509.3
213,Skateboard,Personal Accessories,114.47
214,Coffee Maker,Tools & Automotive,164.11
215,Coffee Maker,Electronics,533.65
216,Gaming Mouse,Home Decor,465.96
217,Smart Thermostat,Gardening & Outdoor,745.39
218,Notebook,Home Decor,578.65
219,Picture Frame,Office Supplies,857.2
220,Wall Clock,Gardening & Outdoor,438.08
221,Handheld Garment Steamer,Sports & Fitness,999.84
222,Bedside Lamp,Furniture,590.33
223,Pen Set,Sports & Fitness,659.37
224,Dash Cam,Tools & Automotive,800.58
225,Phone Case,Home Appliances,883.78
226,Coffee Maker,Gardening & Outdoor,983.32
227,Foam Roller,Personal Accessories,229.68
228,Weighted Blanket,Sports & Fitness,905.81
229,Pop Socket,Home Decor,842.72
230,Fishing Rod,Furniture,52.48
231,Smart Lock,Gardening & Outdoor,436.89
232,Desk Lamp,Travel & Camping,567.08
233,Water Bottle,Electronics,529.87
234,Jump Rope,Travel & Camping,121.05
235,Car Air Freshener,Sports & Fitness,106.48
236,Smartwatch,Home Appliances,337.51
237,Portable Bluetooth Speaker,Electronics,727.75
238,Garden Hose,Home Decor,835.07
239,Soundbar,Home Appliances,826.6
240,Dehumidifier,Home Appliances,152.17
241,Ergonomic Office Chair,Electronics,792.27
242,Essential Oil Diffuser,Travel & Camping,685.11
243,Hammock,Travel & Camping,736.18
244,Blender,Sports & Fitness,945.75
245,Webcam,Tools & Automotive,757.46
246,Water Bottle,Personal Accessories,621.31
247,Wireless Keyboard,Gardening & Outdoor,933.91
248,Hiking Boots,Office Supplies,696.71
249,Floor Mats,Personal Accessories,100.37
250,Tablet Stand,Furniture,687.83
251,Bookshelf,Electronics,659.3
252,Gaming Mouse,Tools & Automotive,704.37
253,Solar-Powered Garden Lights,Sports & Fitness,321.7
254,Smart Thermostat,Home Decor,21.84
255,Floor Lamp,Tools & Automotive,142.99
256,Folding Chair,Sports & Fitness,910.69
257,Pressure Washer,Home Appliances,146.41
258,Humidifier,Electronics,638.28
259,Folding Chair,Personal Accessories,182.34
260,Espresso Machine,Sports & Fitness,306.43
261,Microphone,Home Decor,152.05
262,Wireless Charger,Furniture,383.12
263,Weighted Blanket,Home Appliances,32.7
264,Dumbbell Set,Electronics,875.27
265,Hole Puncher,Sports & Fitness,644.91
266,Throw Pillow,Home Appliances,257.8
267,Projector,Home Appliances,545.15
268,Notebook,Office Supplies,123.22
269,Security Camera,Home Appliances,392.84
270,Area Rug,Office Supplies,964.83
271,Ergonomic Office Chair,Sports & Fitness,20.12
272,Laptop Backpack,Office Supplies,655.41
273,Ring Light,Home Appliances,288.66
274,Bookshelf,Home Appliances,100.14
275,4K UHD Monitor,Sports & Fitness,345.47
276,Air Purifier,Sports & Fitness,106.33
277,Action Camera,Personal Accessories,885.11
278,Bicycle,Travel & Camping,130.43
279,Floor Lamp,Sports & Fitness,520.95
280,Desk Lamp,Travel & Camping,143.82
281,Pen Set,Electronics,964.68
282,Tent,Home Decor,941.02
283,Jack Stand,Electronics,591.66
284,Coffee Maker,Travel & Camping,986.58
285,Laptop Backpack,Electronics,302.18
286,Hiking Boots,Gardening & Outdoor,408.83
287,Water Bottle,Furniture,934.6
288,Air Fryer,Sports & Fitness,152.91
289,Laptop Backpack,Sports & Fitness,378.8
290,Jump Rope,Tools & Automotive,324.07
291,4K UHD Monitor,Home Appliances,784.4
292,Tent,Sports & Fitness,531.72
293,Screen Protector,Furniture,572.11
294,Soundbar,Tools & Automotive,902.64
295,Electric Kettle,Office Supplies,502.85
296,Laptop Backpack,Sports & Fitness,697.2
297,Cable Organizer,Home Decor,395.64
298,Jack Stand,Home Decor,809.0
299,Webcam,Electronics,314.63
300,Hammock,Office Supplies,601.55
301,Espresso Machine,Office Supplies,607.92
302,Folding Chair,Travel & Camping,87.57
303,External Hard Drive,Sports & Fitness,401.99
304,Sleeping Bag,Sports & Fitness,52.76
305,Wireless Charger,Electronics,824.35
306,Dehumidifier,Sports & Fitness,473.92
307,Handheld Garment Steamer,Tools & Automotive,505.23
308,Espresso Machine,Home Appliances,309.8
309,Coffee Maker,Office Supplies,96.71
310,Jack Stand,Personal Accessories,454.91
311,Treadmill,Sports & Fitness,779.8
312,Hiking Boots,Furniture,953.59
313,Power Bank,Home Decor,631.42
314,Folding Chair,Personal Accessories,900.11
315,Lawn Mower,Sports & Fitness,208.27
316,Tent,Gardening & Outdoor,517.36
317,Dining Table,Sports & Fitness,121.13
318,Wireless Headphones,Gardening & Outdoor,257.51
319,Tent,Personal Accessories,330.41
320,Tent,Gardening & Outdoor,954.27
321,Folding Chair,Personal Accessories,576.13
322,Scented Candles,Electronics,651.94
323,Drone,Furniture,491.43
324,Ring Light,Gardening & Outdoor,772.97
325,Charging Dock,Travel & Camping,139.17
326,Hole Puncher,Home Appliances,915.95
327,Portable Bluetooth Speaker,Sports & Fitness,12.87
328,Pressure Gauge,Travel & Camping,369.36
329,Desk Lamp,Furniture,424.99
330,Weighted Blanket,Home Appliances,841.46
331,Pen Set,Travel & Camping,473.38
332,Yoga Mat,Furniture,272.1
333,Pop Socket,Personal Accessories,634.84
334,Humidifier,Electronics,669.58
335,Hole Puncher,Sports & Fitness,66.18
336,Pen Set,Home Decor,457.33
337,Handheld Garment Steamer,Office Supplies,46.94
338,Ring Light,Electronics,615.52
339,Sofa Bed,Tools & Automotive,367.07
340,Area Rug,Home Appliances,137.88
341,Robotic Vacuum Cleaner,Tools & Automotive,725.82
342,Security Camera,Gardening & Outdoor,274.1
343,Patio Umbrella,Sports & Fitness,735.73
344,Mesh Wi-Fi System,Personal Accessories,519.9
345,Webcam,Electronics,395.95
346,Bedside Lamp,Gardening & Outdoor,912.6
347,Pen Set,Furniture,848.33
348,Pen Set,Tools & Automotive,224.35
349,E-reader,Personal Accessories,273.95
350,Soundbar,Sports & Fitness,916.78
351,Yoga Mat,Tools & Automotive,9.72
352,Blender,Electronics,829.38
353,Gaming Mouse,Home Appliances,700.66
354,Wall Clock,Gardening & Outdoor,697.32
355,Binoculars,Electronics,942.28
356,Standing Desk,Furniture,161.93
357,Digital Camera,Sports & Fitness,572.65
358,USB Hub,Office Supplies,300.28
359,Drone,Home Decor,346.16
360,Air Compressor,Home Decor,630.69
361,Desk Organizer,Travel & Camping,958.67
362,Blender,Tools & Automotive,752.44
363,Area Rug,Electronics,115.47
364,Diffuser,Home Appliances,763.6
365,Picture Frame,Home Appliances,817.91
366,Hiking Boots,Home Appliances,627.71
367,Desk Lamp,Gardening & Outdoor,164.79
368,Hammock,Electronics,207.0
369,Hammock,Personal Accessories,698.08
370,Weighted Blanket,Home Decor,982.89
371,Weighted Blanket,Gardening & Outdoor,470.08
372,Notebook,Travel & Camping,62.32
373,Water Bottle,Office Supplies,265.96
374,Jack Stand,Furniture,674.89
375,Cable Organizer,Sports & Fitness,793.66
376,Electric Kettle,Furniture,334.51
377,Hammock,Office Supplies,469.69
378,Handheld Garment Steamer,Office Supplies,905.09
379,Dehumidifier,Electronics,376.89
380,Patio Umbrella,Sports & Fitness,427.34
381,Air Purifier,Tools & Automotive,369.26
382,Dash Cam,Electronics,587.27
383,Jack Stand,Furniture,612.1
384,Dehumidifier,Office Supplies,524.49
385,Screen Protector,Tools & Automotive,951.14
386,Air Fryer,Electronics,111.19
387,Car Seat Cover,Sports & Fitness,441.78
388,Ergonomic Office Chair,Furniture,694.0
389,Espresso Machine,Furniture,890.8
390,Pressure Gauge,Home Decor,839.2
391,Pressure Gauge,Home Decor,929.86
392,Standing Desk,Travel & Camping,853.57
393,Binoculars,Furniture,439.87
394,Humidifier,Tools & Automotive,876.23
395,Lawn Mower,Electronics,186.18
396,Floor Mats,Sports & Fitness,530.68
397,Headphone Stand,Travel & Camping,143.64
398,Garden Hose,Personal Accessories,954.07
399,Throw Pillow,Personal Accessories,572.86
400,Car Charger,Travel & Camping,245.75
401,Phone Case,Home Appliances,245.36
402,Binoculars,Sports & Fitness,481.97
403,USB Hub,Gardening & Outdoor,92.76
404,Diffuser,Gardening & Outdoor,449.79
405,Wireless Keyboard,Home Decor,829.56
406,Bookshelf,Sports & Fitness,626.25
407,Air Fryer,Gardening & Outdoor,75.24
408,Fishing Rod,Personal Accessories,938.78
409,Robotic Vacuum Cleaner,Electronics,526.95
410,Laptop Backpack,Tools & Automotive,965.24
411,Dash Cam,Office Supplies,746.98
412,Bedside Lamp,Gardening & Outdoor,514.62
413,Pop Socket,Home Decor,912.77
414,Patio Umbrella,Tools & Automotive,146.88
415,Tent,Furniture,497.52
416,Drone,Travel & Camping,971.14
417,Smartwatch,Gardening & Outdoor,496.03
418,Binoculars,Travel & Camping,710.39
419,Drone,Travel & Camping,304.3
420,Air Fryer,Furniture,306.15
421,Solar-Powered Garden Lights,Home Decor,374.01
422,Pen Set,Personal Accessories,339.33
423,Ring Light,Tools & Automotive,951.87
424,Car Charger,Home Decor,439.74
425,Action Camera,Personal Accessories,553.35
426,Bedside Lamp,Home Decor,76.13
427,Charging Dock,Personal Accessories,904.33
428,Air Compressor,Home Appliances,870.03
429,Tent,Electronics,941.4
430,Phone Case,Sports & Fitness,913.55
431,Soundbar,Sports & Fitness,752.08
432,Tire Inflator,Gardening & Outdoor,139.05
433,Wireless Charger,Sports & Fitness,518.14
434,Air Purifier,Office Supplies,539.17
435,Area Rug,Furniture,219.83
436,Sofa Bed,Furniture,614.38
437,Dining Table,Travel & Camping,836.47
438,Notebook,Sports & Fitness,329.74
439,Resistance Bands,Gardening & Outdoor,673.88
440,Skateboard,Tools & Automotive,517.96
441,Soundbar,Electronics,864.11
442,Bookshelf,Travel & Camping,609.21
443,Tent,Furniture,844.02
444,Wireless Headphones,Electronics,963.16
445,Ring Light,Sports & Fitness,164.13
446,Drone,Furniture,570.9
447,Projector,Gardening & Outdoor,639.48
448,Car Charger,Gardening & Outdoor,663.75
449,Car Air Freshener,Sports & Fitness,40.16
450,Headphone Stand,Home Appliances,717.72
451,Wall Clock,Tools & Automotive,550.03
452,Smartwatch,Home Decor,350.92
453,Hammock,Home Decor,31.24
454,Sofa Bed,Travel & Camping,523.64
455,Pop Socket,Home Appliances,672.64
456,Yoga Mat,Gardening & Outdoor,8.39
457,Jump Rope,Electronics,781.14
458,Tablet Stand,Tools & Automotive,186.48
459,Robotic Vacuum Cleaner,Furniture,421.2
460,Essential Oil Diffuser,Home Decor,830.42
461,Headphone Stand,Tools & Automotive,907.07
462,Wireless Keyboard,Electronics,34.57
463,Hammock,Personal Accessories,441.12
464,Desk Lamp,Electronics,125.5
465,Cable Organizer,Furniture,273.18
466,Binoculars,Electronics,144.67
467,Jumper Cables,Home Appliances,888.83
468,Tent,Tools & Automotive,550.49
469,Planting Pot Set,Personal Accessories,96.84
470,Air Purifier,Gardening & Outdoor,120.56
471,Wall Clock,Gardening & Outdoor,917.99
472,Smartwatch,Gardening & Outdoor,518.68
473,Toolbox,Furniture,602.46
474,Phone Case,Home Appliances,992.08
475,4K UHD Monitor,Sports & Fitness,755.91
476,Folding Chair,Sports & Fitness,349.28
477,Resistance Bands,Sports & Fitness,730.42
478,Hammock,Furniture,572.73
479,Phone Case,Travel & Camping,557.82
480,External Hard Drive,Gardening & Outdoor,987.95
481,Gimbal,Home Appliances,306.74
482,Diffuser,Home Decor,949.23
483,Smart Thermostat,Home Decor,925.83
484,Gaming Mouse,Office Supplies,392.17
485,Screen Protector,Personal Accessories,661.08
486,Throw Pillow,Furniture,621.71
487,Action Camera,Office Supplies,817.7
488,Bicycle,Travel & Camping,652.82
489,Dehumidifier,Sports & Fitness,800.97
490,E-reader,Sports & Fitness,231.89
491,Bicycle,Home Decor,194.36
492,Floor Lamp,Home Appliances,628.33
493,Drone,Sports & Fitness,92.86
494,Pressure Gauge,Furniture,280.24
495,Hole Puncher,Office Supplies,901.8
496,Car Mount,Furniture,964.05
497,Drone,Tools & Automotive,340.34
498,Floor Lamp,Travel & Camping,221.33
499,Patio Umbrella,Personal Accessories,853.83
500,Foam Roller,Home Appliances,871.72
501,Jumper Cables,Sports & Fitness,422.57
502,Pen Set,Office Supplies,460.42
503,Wall Clock,Home Decor,615.31
504,Mesh Wi-Fi System,Electronics,254.62
505,Toaster Oven,Tools & Automotive,294.34
506,Air Purifier,Tools & Automotive,293.77
507,Air Fryer,Home Appliances,545.03
508,Car Air Freshener,Gardening & Outdoor,307.48
509,Dining Table,Gardening & Outdoor,432.41
510,Toaster Oven,Home Decor,563.66
511,Portable Bluetooth Speaker,Sports & Fitness,707.84
512,Handheld Garment Steamer,Gardening & Outdoor,942.26
513,Yoga Mat,Personal Accessories,740.7
514,Air Purifier,Furniture,567.61
515,4K UHD Monitor,Home Decor,100.47
516,Desk Lamp,Electronics,387.63
517,Tablet Stand,Office Supplies,340.34
518,Robotic Vacuum Cleaner,Travel & Camping,912.06
519,Foam Roller,Home Appliances,362.58
520,Car Air Freshener,Home Appliances,683.66
521,Air Fryer,Furniture,915.36
522,Humidifier,Furniture,274.77
523,Hammock,Personal Accessories,149.14
524,Drone,Tools & Automotive,596.01
525,Lawn Mower,Tools & Automotive,100.55
526,Espresso Machine,Furniture,607.72
527,Dash Cam,Gardening & Outdoor,977.28
528,Tent,Office Supplies,903.43
529,Treadmill,Furniture,63.46
530,4K UHD Monitor,Electronics,82.46
531,Jumper Cables,Gardening & Outdoor,447.18
532,Pop Socket,Travel & Camping,899.44
533,Coffee Maker,Office Supplies,995.17
534,Fishing Rod,Travel & Camping,723.56
535,Wireless Keyboard,Office Supplies,982.43
536,Sofa Bed,Travel & Camping,441.63
537,Digital Camera,Tools & Automotive,402.95
538,Smartwatch,Sports & Fitness,161.78
539,Charging Dock,Home Appliances,76.75
540,Dumbbell Set,Electronics,868.2
541,Tripod,Tools & Automotive,371.74
542,Standing Desk,Electronics,713.16
543,Charging Dock,Electronics,215.68
544,Air Purifier,Home Appliances,512.11
545,E-reader,Electronics,635.5
546,Dash Cam,Travel & Camping,491.25
547,USB Hub,Furniture,783.03
548,Charging Dock,Gardening & Outdoor,332.11
549,Smartwatch,Gardening & Outdoor,454.08
550,USB Hub,Travel & Camping,299.39
551,Foam Roller,Gardening & Outdoor,466.13
552,Jump Rope,Office Supplies,375.4
553,Bedside Lamp,Sports & Fitness,183.53
554,Wireless Charger,Sports & Fitness,662.72
555,Planting Pot Set,Home Decor,376.25
556,USB Hub,Home Appliances,975.94
557,Lawn Mower,Office Supplies,358.7
558,Lawn Mower,Home Decor,288.58
559,Ring Light,Furniture,438.54
560,Screen Protector,Travel & Camping,989.64
561,Tire Inflator,Gardening & Outdoor,82.01
562,Hiking Boots,Home Appliances,421.43
563,Air Fryer,Furniture,990.32
564,Car Air Freshener,Gardening & Outdoor,323.23
565,Planting Pot Set,Tools & Automotive,112.35
566,Water Bottle,Office Supplies,156.97
567,Mesh Wi-Fi System,Home Appliances,836.93
568,Wireless Keyboard,Office Supplies,979.98
569,E-reader,Gardening & Outdoor,399.15
570,Action Camera,Gardening & Outdoor,710.66
571,Canoe,Tools & Automotive,596.08
572,Hammock,Home Decor,148.86
573,Canoe,Home Appliances,847.02
574,Car Air Freshener,Gardening & Outdoor,43.74
575,Hiking Boots,Electronics,250.01
576,Solar-Powered Garden Lights,Personal Accessories,651.32
577,Handheld Garment Steamer,Tools & Automotive,879.49
578,Smart Lock,Sports & Fitness,610.41
579,Outdoor Grill,Electronics,263.69
580,Car Seat Cover,Tools & Automotive,647.23
581,Wall Clock,Home Decor,620.52
582,Stapler,Sports & Fitness,296.07
583,Webcam,Home Decor,676.04
584,4K UHD Monitor,Personal Accessories,296.27
585,Area Rug,Home Appliances,391.8
586,Pen Set,Tools & Automotive,723.01
587,Scented Candles,Office Supplies,703.15
588,Weighted Blanket,Electronics,702.08
589,Gimbal,Electronics,629.47
590,Lawn Mower,Personal Accessories,300.41
591,Foam Roller,Electronics,696.97
592,Dash Cam,Personal Accessories,304.55
593,Ring Light,Office Supplies,684.46
594,Stapler,Travel & Camping,124.46
595,External Hard Drive,Home Decor,539.2
596,Espresso Machine,Home Appliances,7.79
597,Microphone,Travel & Camping,700.84
598,Dehumidifier,Home Appliances,476.07
599,Jack Stand,Sports & Fitness,338.29
600,Lawn Mower,Electronics,396.92
601,Smart Thermostat,Furniture,759.5
602,Toaster Oven,Office Supplies,45.03
603,Drone,Home Decor,352.28
604,Laptop Backpack,Personal Accessories,165.38
605,Water Bottle,Furniture,148.36
606,Humidifier,Home Appliances,634.95
607,Bedside Lamp,Gardening & Outdoor,618.4
608,Blender,Home Decor,198.71
609,Coffee Maker,Tools & Automotive,514.14
610,Pop Socket,Furniture,947.65
611,Toolbox,Office Supplies,407.55
612,Pop Socket,Office Supplies,45.83
613,Drone,Electronics,723.36
614,Jump Rope,Office Supplies,802.97
615,Hammock,Furniture,188.41
616,Sleeping Bag,Electronics,538.52
617,Cordless Drill,Gardening & Outdoor,23.83
618,Jump Rope,Furniture,382.42
619,Stapler,Tools & Automotive,482.13
620,Stapler,Tools & Automotive,471.89
621,Outdoor Grill,Gardening & Outdoor,43.91
622,Pop Socket,Travel & Camping,941.02
623,Security Camera,Gardening & Outdoor,264.66
624,Weighted Blanket,Gardening & Outdoor,724.31
625,Hole Puncher,Office Supplies,650.2
626,Wireless Headphones,Travel & Camping,776.28
627,Power Bank,Personal Accessories,942.72
628,Calculator,Personal Accessories,59.64
629,Humidifier,Personal Accessories,166.95
630,USB Hub,Sports & Fitness,169.8
631,Dash Cam,Travel & Camping,232.21
632,Projector,Sports & Fitness,183.75
633,Car Charger,Home Decor,246.92
634,Toolbox,Home Appliances,623.73
635,Skateboard,Personal Accessories,391.32
636,Foam Roller,Tools & Automotive,78.58
637,Blender,Electronics,745.61
638,Hammock,Home Decor,18.36
639,Smartwatch,Office Supplies,67.22
640,Treadmill,Gardening & Outdoor,131.06
641,Tablet Stand,Electronics,781.95
642,Solar-Powered Garden Lights,Home Decor,788.05
643,Drone,Home Appliances,37.03
644,Cordless Drill,Tools & Automotive,804.05
645,Hiking Boots,Furniture,389.88
646,Diffuser,Personal Accessories,700.99
647,Binoculars,Gardening & Outdoor,847.38
648,Tire Inflator,Personal Accessories,920.16
649,Cordless Drill,Office Supplies,568.54
650,Cable Organizer,Travel & Camping,939.72
651,Pen Set,Travel & Camping,921.27
652,Garden Hose,Personal Accessories,542.8
653,Car Mount,Electronics,183.44
654,Cordless Drill,Gardening & Outdoor,569.76
655,Lawn Mower,Home Appliances,292.58
656,Headphone Stand,Tools & Automotive,519.57
657,Car Charger,Sports & Fitness,487.39
658,Humidifier,Office Supplies,980.16
659,Folding Chair,Sports & Fitness,902.09
660,Picture Frame,Personal Accessories,550.83
661,Skateboard,Home Decor,140.86
662,Calculator,Sports & Fitness,811.9
663,Handheld Garment Steamer,Electronics,432.15
664,Digital Camera,Office Supplies,673.31
665,Electric Kettle,Home Appliances,96.48
666,Car Seat Cover,Travel & Camping,880.35
667,Wall Clock,Home Decor,817.22
